0_0_0,0_0_1,0_0_2,0_1_0,0_1_1,0_2_0,0_3_2,1_0_0,1_1_0,2_0_0,2_0_1,2_1_0,2_1_1,3_0_0,4_0_0,5_0_0,6_0_0,6_6_6,9_9_9
0.28344141660969363,0.34684492468684636,0.3866757721372969,0.3051691257408956,0.37843264547991046,0.290603324996149,0.20566479232042584,0.32040298587637606,0.4623746270771829,0.34886749970693987,0.2473170478834849,0.00755536861999752,0.15646115667052926,0.4136512565899993,0.2640576801392607,0.3195184706953805,0.014853145968191163,0.023485748821179254,0.4825316004269502
0.06950736152604517,0.14125902419395694,0.00491704331882581,0.07114843978115613,0.10949779061133526,0.0007880272989038128,0.01471122337557853,0.02147550117219585,0.114148797446425,0.06931221382963426,0.060816788253661686,0.00022226318029374472,0.2721704517428323,0.0550916063387387,0.10205139257448748,0.008960313131341338,0.0013687805859079825,0.0028963099069687233,0.0005392348064982563
0.028591337554041654,0.04178005152174729,0.0005969013146720954,0.03364507341278711,0.0694770864407983,0.0015259511781945281,0.20626663018730973,0.027874979806189526,0.09098414042560715,0.0019765709641483093,0.0032828867332657472,0.2041503130496751,0.010150721103619925,0.11590672191387957,0.0549750252473709,0.0057492539667731496,0.01287225714745569,0.11439717126515468,0.0013141568616264199
0.09336385910811378,0.10302005512585106,0.07278764316905156,0.04128864870271798,0.0005481118391491079,0.0030149132680716345,0.0005003521438895836,0.06587042224818275,0.0041037409085490015,0.024537698498497944,0.06159672735918528,0.17466072015622497,0.14050600687099898,0.05956439406022474,0.041774163953312876,0.25714363370746357,0.006926230162487762,0.054762528233333246,0.05273104389051436
0.021957008197202182,0.07125160043301772,0.00506849857863182,0.0034038593105100256,0.0693723470364727,0.0006442084125052194,0.007366637460539739,0.04582600049084295,0.043609712956881555,0.06337153735201888,0.050054353716665105,0.005730898929053899,0.0033557560264594125,0.04464439217452307,0.11127117272322486,0.026370987083779607,0.0617664811607951,0.030974999526328317,0.0044331197676021885
0.025778078223448356,0.00017517113258149204,0.13471216304726222,0.03697511934296606,0.005790943334037532,0.11106961021098245,0.006024560139705273,0.024351225662136284,0.003989145004046244,2.252473902860626e-05,0.0017081734601503223,0.006399740795652828,0.006496225738646017,0.0008918486931602962,0.0010047021413153068,0.0016531861374380124,0.007311341271951094,0.027042558789657535,0.05752409025224538
0.007600740546464318,0.0013412443853775904,0.0002125204883032245,0.034888849214333086,0.057346129941056395,0.0008680046280882215,0.005449666663948311,0.002179498941617346,0.0006626185793800531,0.03304470236041367,0.004001112881957378,0.0029610772177178957,0.0015136283247601482,0.00017069189180944955,0.0005180722883122696,0.0037006947762230767,4.115900553859482e-05,0.008509567484474907,0.0032699000603482824
0.11131609872251888,0.03254456796601281,0.06981792717607445,0.047271950524661044,0.1508044582332976,0.3830267177202866,0.006835083393029586,0.08268677090736638,0.11691220592984179,0.02486711354219603,0.11692045130747128,0.1955147771924724,0.0075513584489807105,0.17129123665931334,0.05647511639859187,0.025666389889821447,0.02561860859038745,0.14685300857300848,0.05659334191156528
0.0637540736477136,0.004935283656406274,0.05095087792468055,0.09407371129403902,0.0025495721887023232,0.0006908458877029384,0.010586776889681385,0.18647933044271794,0.03039527273866379,0.08196890177927153,0.00027008148847346055,0.00853963085241276,0.001450031985290234,0.012131499889676552,0.0018225220876133044,0.01708465033220588,0.008301787084506925,0.011692622144724862,0.051868929060133594
0.07965898132054648,0.02398203336127313,0.06541553242446596,0.1336549287140211,0.13406651687098406,0.10237600649160455,0.04124294301461239,0.07574787738613403,0.0027302770293597214,0.09667989199942646,0.1396303554168656,0.013867937439122312,0.004140316778342577,0.10153710132283349,0.15384971095398742,0.020543821256058328,0.7974240646410136,0.02392768811732009,0.09903109611615787
0.027232790528415943,0.03273369030968438,0.0020293575555870975,0.07315326346990318,0.002373638996658107,0.00183610417224374,0.000625870690458255,0.027677532101797242,0.0442725970083832,0.04636540531700468,0.11568970690526914,0.17297953358058757,0.12195533960411659,0.0036350903347023324,0.003251679855246706,0.003999910714803325,0.013281512359767853,0.006944463653393585,0.05749037077879303
0.0001076307546555889,0.0012214457638312995,0.07098747710066909,0.03059821349124337,0.0006796867076228703,0.001580918341258104,0.009151425172904813,0.0004679703515663207,0.039717773480564156,0.0004730580008683102,0.006652881630003276,0.0004859530932484594,0.00034069685092376003,0.00044072550907682626,0.05296659350839493,0.0025040620708223125,0.00154363545119968,0.015000180555759681,0.06267591599612543
0.015022243963795014,0.001106909994503562,0.000533640121821719,0.000936187818999307,0.0008246736418707895,0.0015524505286228076,0.21582066326742688,9.950540515836351e-05,0.005065670009626746,0.023956180752987333,0.058415138249309016,0.0066396360707697034,0.09238419281316423,0.0014677521488212525,0.0010102142250889754,0.00696889993557887,0.00517591078439955,0.10639463026033308,0.06530171046760888
0.040830072665647504,0.03524102092210231,0.12698491257494043,0.035521559650133115,0.011820953340154742,0.0011572726777360444,0.00650164343196938,0.02425215776654822,0.03845546274102947,0.0743075894007151,0.06667803342543395,0.009183858432613292,0.0032837989525298663,0.004946983401885871,0.05414222689607462,0.2677859775118635,0.011229411645008949,0.05412388184972919,0.0018704499508316664
0.05292070505017718,0.1262014034449789,0.0029768464762944423,0.05628020497980917,0.0032042977173285005,0.004304737198861213,0.002567634139590326,0.04445968868490676,0.0013124932719696088,0.0622597209019131,0.0036497003487435797,0.008152497030453296,0.012317267697400379,0.0018279601852660584,0.09857309972894848,0.01619001312072422,0.016667066655658546,0.0005889931251642431,0.00037919008688604746
0.013613830638583586,0.03367085974971828,0.0020524387411461884,0.0005476369553921317,0.0016466222192390975,0.0023024935511480275,0.005343239335712874,0.0015762810209820027,0.00019101035645291534,0.0006307591457688857,0.004421899844329213,1.1328839709798405e-05,0.007776636984656789,0.0021715289049215204,0.0005563382922712743,0.0021179895889784505,0.0005992917161097201,0.18529892815308913,0.00038923016099107313
0.006758311821027936,0.0006398607273840048,0.0010607897931141635,0.0003405900788394802,0.00048495333575773026,0.002957996244836329,0.006744745793898369,0.0006564422561059829,0.00020010640514207128,0.00018087286374597763,0.002100925592446998,0.002356767568488737,0.0017657544762462376,0.0007850564555211103,0.0002633537025882527,0.0038561324309242077,0.006403012140216596,0.13750628244073862,0.0008445251358541835
6.896541310165736e-05,0.0006064250813947658,0.0002270143860456987,0.00022357247174578011,1.1114906416281791e-05,0.003595361056110091,0.009229408297964108,0.0005572226467369662,0.00010900481637047112,4.3221071888011154e-05,0.0006008685249899785,0.0025242256776646125,0.00829973039264615,0.004693178230183459,0.0008948599801089373,0.0037369793343271012,0.005966328514804359,0.017249998328055287,0.0004457554259209938
0.058476493708807274,0.001444427543331611,0.001992643671116346,0.0008790650458471485,0.0010684571592084033,0.08610505613669477,0.23936670428135481,0.04735860683243897,0.0007653438145241246,0.04713453777353339,0.05619286697829412,0.178063472273841,0.14808092853785632,0.005150975295463053,0.0005420753038010174,0.006448634315492709,0.0026499751145994638,0.032350438771587144,0.0007663388433468585
